Filename,Touches
app/core/src/main/java/com/fsck/k9/mailstore/SpecialFolderBackendStorageListener.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/SpecialFolderUpdater.kt,14
app/core/src/main/java/com/fsck/k9/notification/NotificationController.java,17
app/core/src/main/java/com/fsck/k9/notification/SyncNotifications.java,14
app/core/src/main/java/com/fsck/k9/preferences/FolderSettings.java,4
app/core/src/main/java/com/fsck/k9/provider/RawMessageProvider.java,8
app/core/src/main/java/com/fsck/k9/search/AccountSearchConditions.kt,7
app/core/src/main/java/com/fsck/k9/search/SqlQueryBuilder.java,5
app/core/src/test/java/com/fsck/k9/notification/SyncNotificationsTest.java,14
app/storage/src/main/java/com/fsck/k9/storage/StoreSchemaDefinition.java,15
app/storage/src/main/java/com/fsck/k9/storage/migrations/MigrationTo41.java,4
app/storage/src/main/java/com/fsck/k9/storage/migrations/MigrationTo42.java,7
app/storage/src/main/java/com/fsck/k9/storage/migrations/MigrationTo50.java,4
app/ui/src/main/java/com/fsck/k9/fragment/MlfUtils.java,6
app/ui/src/main/java/com/fsck/k9/ui/folders/FolderIconProvider.kt,4
backend/api/src/main/java/com/fsck/k9/backend/api/BackendStorage.kt,10
backend/api/src/main/java/com/fsck/k9/backend/api/FolderInfo.kt,6
backend/pop3/src/main/java/com/fsck/k9/backend/pop3/CommandRefreshFolderList.kt,8
mail/common/src/main/java/com/fsck/k9/mail/FolderClass.java,2
mail/common/src/main/java/com/fsck/k9/mail/FolderType.java,2
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/FolderListItem.kt,4
app/core/src/main/java/com/fsck/k9/notification/NotificationStrategy.kt,6
app/k9mail/src/main/java/com/fsck/k9/notification/K9NotificationStrategy.kt,8
mail/common/src/main/java/com/fsck/k9/mail/Message.java,16
mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/ImapMessage.java,8
mail/protocols/pop3/src/main/java/com/fsck/k9/mail/store/pop3/Pop3Message.java,8
mail/protocols/webdav/src/main/java/com/fsck/k9/mail/store/webdav/WebDavMessage.java,8
mail/protocols/webdav/src/test/java/com/fsck/k9/mail/store/webdav/WebDavMessageTest.java,6
app/core/src/main/java/com/fsck/k9/Account.java,56
app/core/src/main/java/com/fsck/k9/AccountPreferenceSerializer.kt,27
app/core/src/main/java/com/fsck/k9/controller/PendingCommandSerializer.java,6
app/core/src/main/java/com/fsck/k9/preferences/AccountSettings.java,20
app/ui/src/main/java/com/fsck/k9/ui/settings/account/AccountSettingsDataStore.kt,28
backend/api/src/main/java/com/fsck/k9/backend/api/Backend.kt,34
backend/imap/src/main/java/com/fsck/k9/backend/imap/ImapBackend.java,33
app/core/src/main/java/com/fsck/k9/mailstore/FolderRepositoryManager.kt,10
app/core/src/main/java/com/fsck/k9/mailstore/K9BackendStorageFactory.kt,11
app/core/src/main/java/com/fsck/k9/mailstore/KoinModule.kt,18
app/ui/src/main/java/com/fsck/k9/ui/settings/account/AccountSettingsFragment.kt,31
app/ui/src/main/java/com/fsck/k9/ui/settings/account/AccountSettingsViewModel.kt,16
app/core/src/main/java/com/fsck/k9/mailstore/MessageViewInfo.java,5
app/core/src/main/java/com/fsck/k9/EmailAddressValidator.kt,8
app/k9mail/src/main/java/com/fsck/k9/widget/unread/UnreadWidgetConfigurationActivity.kt,11
app/ui/src/main/java/com/fsck/k9/activity/ChooseFolder.java,18
app/ui/src/main/java/com/fsck/k9/activity/FolderListFilter.java,13
app/ui/src/main/java/com/fsck/k9/ui/choosefolder/ChooseFolderViewModel.kt,3
app/ui/src/main/java/com/fsck/k9/ui/choosefolder/FolderListItem.kt,2
app/ui/src/main/java/com/fsck/k9/ui/choosefolder/KoinModule.kt,2
app/ui/src/main/java/com/fsck/k9/ui/folders/FoldersLiveDataFactory.kt,8
mail/common/src/main/java/com/fsck/k9/mail/PushReceiver.java,6
app/ui/src/main/java/com/fsck/k9/activity/ChooseFolder.kt,2
app/core/src/test/java/com/fsck/k9/mailstore/K9BackendStorageTest.kt,2
app/ui/src/main/java/com/fsck/k9/activity/EditIdentity.kt,6
app/ui/src/main/java/com/fsck/k9/activity/setup/AccountSetupBasics.java,22
app/ui/src/main/java/com/fsck/k9/activity/ManageFoldersActivity.java,9
app/ui/src/main/java/com/fsck/k9/ui/managefolders/FolderListItem.kt,2
app/ui/src/main/java/com/fsck/k9/ui/managefolders/ManageFoldersViewModel.kt,2
app/ui/src/main/java/com/fsck/k9/activity/ManageFoldersActivity.kt,2
app/k9mail/src/main/java/com/fsck/k9/notification/K9NotificationActionCreator.java,18
app/k9mail/src/main/java/com/fsck/k9/widget/unread/KoinModule.kt,6
app/k9mail/src/main/java/com/fsck/k9/widget/unread/UnreadWidgetDataProvider.kt,18
app/ui/src/main/java/com/fsck/k9/ui/messagelist/DefaultFolderProvider.kt,2
mail/common/src/main/java/com/fsck/k9/mail/internet/EncoderUtil.java,4
mail/common/src/test/java/com/fsck/k9/mail/internet/EncoderUtilTest.kt,2
mail/common/src/test/java/com/fsck/k9/mail/internet/EncoderUtilTest.java,2
app/ui/src/main/java/com/fsck/k9/activity/setup/AccountSetupAccountType.java,9
app/ui/src/main/java/com/fsck/k9/activity/setup/AccountSetupAccountType.kt,4
app/ui/src/main/java/com/fsck/k9/activity/setup/AccountSetupOptions.java,18
app/ui/src/test/java/com/fsck/k9/ui/K9DrawerTest.kt,2
app/ui/src/test/java/com/fsck/k9/ui/K9DrawerTest.java,2
app/ui/src/main/java/com/fsck/k9/ui/settings/export/CheckBoxItem.kt,4
app/ui/src/main/java/com/fsck/k9/ui/settings/export/SettingsExportFragment.kt,8
app/ui/src/main/java/com/fsck/k9/ui/settings/export/SettingsExportListItems.kt,6
app/ui/src/main/java/com/fsck/k9/ui/settings/import/SettingsImportFragment.kt,10
app/ui/src/main/java/com/fsck/k9/ui/settings/import/SettingsImportListItems.kt,6
app/autodiscovery/src/main/java/com/fsck/k9/autodiscovery/providersxml/ProvidersXmlDiscovery.kt,6
app/autodiscovery/src/main/java/com/fsck/k9/autodiscovery/thunderbird/ThunderbirdAutoconfigFetcher.kt,7
app/autodiscovery/src/main/java/com/fsck/k9/autodiscovery/thunderbird/ThunderbirdAutoconfigParser.kt,5
app/autodiscovery/src/main/java/com/fsck/k9/autodiscovery/thunderbird/ThunderbirdDiscovery.kt,5
app/core/src/main/java/com/fsck/k9/ActivityExtensions.kt,6
app/core/src/main/java/com/fsck/k9/AppConfig.kt,4
app/core/src/main/java/com/fsck/k9/DI.kt,11
app/core/src/main/java/com/fsck/k9/Identity.kt,5
app/core/src/main/java/com/fsck/k9/LocalKeyStoreManager.kt,6
app/core/src/main/java/com/fsck/k9/autocrypt/AutocryptDraftStateHeader.kt,7
app/core/src/main/java/com/fsck/k9/autocrypt/AutocryptDraftStateHeaderParser.kt,5
app/core/src/main/java/com/fsck/k9/autocrypt/AutocryptTransferMessageCreator.kt,10
app/core/src/main/java/com/fsck/k9/backend/BackendManager.kt,11
app/core/src/main/java/com/fsck/k9/controller/ControllerExtension.kt,4
app/core/src/main/java/com/fsck/k9/crypto/EncryptionExtractor.kt,4
app/core/src/main/java/com/fsck/k9/helper/ClipboardManager.kt,7
app/core/src/main/java/com/fsck/k9/helper/IdentityHelper.kt,6
app/core/src/main/java/com/fsck/k9/job/K9JobManager.kt,9
app/core/src/main/java/com/fsck/k9/job/K9WorkerFactory.kt,4
app/core/src/main/java/com/fsck/k9/job/MailSyncWorker.kt,4
app/core/src/main/java/com/fsck/k9/job/MailSyncWorkerManager.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/LocalStoreProvider.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/LockableDatabaseExtensions.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/MessageViewInfoExtractorFactory.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/OutboxState.kt,4
app/core/src/main/java/com/fsck/k9/mailstore/OutboxStateRepository.kt,4
app/core/src/main/java/com/fsck/k9/message/Attachment.kt,4
app/core/src/main/java/com/fsck/k9/message/html/DividerReplacer.kt,4
